FECHA;CELDA;PROV;VoLTE_Attempted_Calls_Huawei;VoLTE_Established_Calls_Huawei;VoLTE_Calls_Drop_Rate_Huawei_All_eRAB_Based;VoLTE_Drop_100Min_rate_Huawei_All_eRAB_Based;VoLTE_Dropped_Calls_Huawei_Active_eRAB_Based;VoLTE_Dropped_Calls_Huawei_All_eRAB_Based;VoLTE_Released_Calls_Huawei_Active_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_rate_Huawei;VoLTE_SRVCC_to_UMTS_HO_Exec_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Huawei;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Att_Huawei;VoLTE_Inter_eNB_InterFreq_HO_Prep_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Exec_Succ_Huawei;VoLTE_Inter_eNB_IntraFreq_HO_Prep_Att_Huawei
2017-08-27;SX74ZK3;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;29;29
2017-08-27;SX77EM1;SX;2;2;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;SX77LK2;SX;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX80ZK1;SX;2;2;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX81EJ2;SX;2;2;0.0;0.0;0;0;4;;0;0;0;;0;0;13;13
2017-08-27;SX84CK1;SX;2;2;;0.0;0;0;0;;0;0;0;;0;0;4;4
2017-08-27;AV10SM2;AV;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU02AJ1;BU;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;BU02AJ2;BU;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU02AJ3;BU;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU07AJ2;BU;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU13AM2;BU;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LE30RJ1;LE;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LE31RJ2;LE;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO01GJ3;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;8;8
2017-08-27;LO01GM2;LO;1;1;0.0;0.0;0;0;4;;0;0;0;;0;0;0;0
2017-08-27;LO02HJ2;LO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO02RJ3;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;1;1;1;1
2017-08-27;LO03EM3;LO;1;1;;0.0;0;0;0;;0;0;0;;1;1;0;0
2017-08-27;LO06CJ3;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;LO06EJ3;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO06GJ1;LO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;LO07RJ2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;LO09CM2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;2;2;1;1
2017-08-27;LO09RK2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
2017-08-27;LO09RL1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO10FM3;LO;1;1;0.0;0.0;0;0;4;;0;0;0;;1;1;0;0
2017-08-27;LO11FM1;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO12AJ3;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;5;5
2017-08-27;LO12DM3;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;LO13BJ2;LO;1;1;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO14AJ1;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;5;5
2017-08-27;LO14RJ2;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;6;6
2017-08-27;LO14RJ3;LO;1;1;;0.0;0;0;0;;0;0;0;;1;1;1;1
2017-08-27;LO14RK1;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;LO15BJ1;LO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;3;3
2017-08-27;LO16AK3;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;LO17BM1;LO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO19RK1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO20BJ1;LO;1;1;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;LO21RK1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;LO22AJ1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO22RJ1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;LO22RJ4;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO23AJ2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;LO23RJ2;LO;1;1;0.0;0.0;0;0;3;;0;0;0;;2;2;2;2
2017-08-27;LO23RK1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;LO28AJ1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;21;21
2017-08-27;LO29AJ1;LO;1;1;;0.0;0;0;0;;0;0;0;;0;0;14;14
2017-08-27;LO31AJ1;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
2017-08-27;LO31AJ3;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;LO32AJ1;LO;1;1;0.0;0.0;0;0;10;100.0;1;1;1;100.0;0;0;19;19
2017-08-27;LO32AJ2;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;9;9
2017-08-27;LO32RJ2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;LO33AJ2;LO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO35RK1;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;LO38RK1;LO;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;NA01CJ3;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;7;7
2017-08-27;NA02CM1;NA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA04CJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA04FJ3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA05BJ2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA05GJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA06FK2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA06GJ1;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;NA07GK1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA07GK2;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;NA09GJ1;NA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA10CJ2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA10CK2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA10GJ3;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;NA11FJ2;NA;1;1;0.0;0.0;0;0;3;;0;0;0;;1;1;0;0
2017-08-27;NA11FK1;NA;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA11GJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA13AJ2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA14FK1;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;7;7
2017-08-27;NA15FJ3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA18FJ1;NA;1;1;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA18GJ2;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;13;13
2017-08-27;NA23CJ3;NA;1;1;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;1;1
2017-08-27;NA24CM2;NA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA24CM3;NA;1;1;0.0;0.0;0;0;2;100.0;2;2;2;100.0;0;0;0;0
2017-08-27;NA26FK3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
2017-08-27;NA28FK3;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;5;5
2017-08-27;NA28GK3;NA;1;1;0.0;0.0;0;0;3;100.0;2;2;2;100.0;0;0;5;5
2017-08-27;NA32CJ2;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;12;12
2017-08-27;NA33GJ1;NA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;6;6
2017-08-27;NA35FK1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA35FK4;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA36FK2;NA;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;2;2
2017-08-27;NA36GJ2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;NA38AM1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA38CM3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA39AJ3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA39GJ1;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;NA40EJ3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA41AJ2;NA;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA41CJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;NA43BM1;NA;1;1;;0.0;0;0;0;;0;0;0;;1;1;0;0
2017-08-27;NA43FJ1;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;NA43FJ2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;NA43FJ3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;NA45CJ3;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;3;3
2017-08-27;NA46CM3;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA47FJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA49FK2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
2017-08-27;NA50FK3;NA;1;1;;0.0;0;0;0;;0;0;0;;1;1;6;6
2017-08-27;NA51FK3;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;NA52FJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA54BJ3;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;NA55BJ2;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;NA55BK2;NA;1;1;0.0;0.0;0;0;3;100.0;1;1;1;100.0;1;1;1;1
2017-08-27;NA58BJ1;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;NA58BJ2;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;NA58CK1;NA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;NA62FK3;NA;1;1;0.0;0.0;0;0;2;;0;0;0;;1;1;2;2
2017-08-27;NA63BJ2;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;NA65AM1;NA;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;NA65BK3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;NA65CJ1;NA;1;1;0.0;0.0;0;0;4;100.0;3;3;3;100.0;0;0;1;1
2017-08-27;NA68BJ3;NA;1;1;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;NA79CK2;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;10;10
2017-08-27;NA79CK3;NA;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;PX04RJ1;PX;1;1;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;PX19SM1;PX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SO14SK2;SO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SO20OJ2;SO;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SO20SJ1;SO;1;1;0.0;0.0;0;0;2;100.0;2;2;2;100.0;0;0;4;4
2017-08-27;SO20SK2;SO;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SO20SK3;SO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SO26SJ1;SO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;6;6
2017-08-27;SO26SJ2;SO;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SO45EJ1;SO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SO49EJ1;SO;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX05ZL2;SX;1;1;;0.0;0;0;0;;0;0;0;;1;1;0;0
2017-08-27;SX07ZJ3;SX;1;1;0.0;0.0;0;0;4;;0;0;0;;0;0;2;2
2017-08-27;SX08EK1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX09ZJ1;SX;1;1;;0.0;0;0;0;;0;0;0;;2;2;3;3
2017-08-27;SX09ZK2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;14;14
2017-08-27;SX12CJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX13EJ1;SX;1;1;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX14EJ1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;SX15EJ1;SX;1;1;50.0;100.0;0;1;2;;0;0;0;;0;0;10;10
2017-08-27;SX16EJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;1;1;6;6
2017-08-27;SX17AJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;SX17EJ1;SX;1;1;;0.0;0;0;0;;0;0;0;;1;1;0;0
2017-08-27;SX17EJ2;SX;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;SX17EJ3;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SX19EJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;5;5
2017-08-27;SX19EJ3;SX;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;2;2
2017-08-27;SX19EK1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX23EJ2;SX;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;3;3
2017-08-27;SX24ZK1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;5;5
2017-08-27;SX26CK2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX26EK3;SX;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;7;7
2017-08-27;SX26ZK1;SX;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;1;1
2017-08-27;SX27CM3;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;5;5
2017-08-27;SX27OJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;10;10
2017-08-27;SX31ZJ1;SX;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;1;1;6;6
2017-08-27;SX31ZJ3;SX;1;1;0.0;0.0;0;0;2;;0;0;0;;0;0;4;4
2017-08-27;SX33ZK1;SX;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX34ZJ2;SX;1;0;0.0;;0;0;3;;0;0;0;;0;0;9;9
2017-08-27;SX37AJ1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;6;6
2017-08-27;SX37AJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;SX41EJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;SX45LM2;SX;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX48ZK1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;SX51ZK1;SX;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;0;0
2017-08-27;SX55CJ1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;4;4
2017-08-27;SX55CJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SX56LK1;SX;1;1;0.0;0.0;0;0;4;100.0;2;2;2;100.0;0;0;3;3
2017-08-27;SX56ZK1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;4;4
2017-08-27;SX57LM2;SX;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX61CJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SX61ZJ1;SX;1;1;0.0;0.0;0;0;4;;0;0;0;;1;1;2;2
2017-08-27;SX62ZJ2;SX;1;1;0.0;0.0;0;0;4;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX62ZJ3;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;SX65ZK1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;SX66AK1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;SX66CJ1;SX;1;1;0.0;0.0;0;0;3;;0;0;0;;0;0;6;6
2017-08-27;SX66CJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;2;2
2017-08-27;SX66CK2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX67ZJ1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;2;2;15;15
2017-08-27;SX69OK2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX70AJ3;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;1;1;3;3
2017-08-27;SX71OJ1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;9;9
2017-08-27;SX73CK2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;SX75LJ1;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;31;31
2017-08-27;SX75LJ2;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;7;7
2017-08-27;SX76AK1;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;SX76CK2;SX;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX77EM2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;SX80ZK3;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;SX84LK3;SX;1;1;;0.0;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;SX85LJ2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;1;1
2017-08-27;SX85LJ3;SX;1;1;0.0;0.0;0;0;5;;0;0;0;;0;0;4;4
2017-08-27;SX90EK2;SX;1;1;0.0;0.0;0;0;2;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;SX90ZK3;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;3;3
2017-08-27;SX91ZK2;SX;1;1;0.0;0.0;0;0;1;;0;0;0;;0;0;5;5
2017-08-27;VA10VM1;VA;1;1;0.0;0.0;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;AV10SM1;AV;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU02SJ2;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU10WJ3;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU10WK2;BU;0;0;0.0;;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;BU10WK3;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU13AM3;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU25AM1;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU43SJ1;BU;0;0;0.0;;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;BU43SM1;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU43SM2;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;BU43SM3;BU;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE05SM2;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SJ1;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SJ2;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SJ3;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SK1;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SK2;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE43SK3;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE46SJ1;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE46SJ2;LE;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LE83VJ1;LE;0;0;0.0;;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO01GM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO01GM3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO01HJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO01RJ2;LO;0;0;0.0;;0;0;5;;0;0;0;;0;0;2;2
2017-08-27;LO02GM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO02GM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO02GM3;LO;0;0;;;0;0;0;;0;0;0;;1;1;0;0
2017-08-27;LO02RJ1;LO;0;0;0.0;;0;0;3;;0;0;0;;0;0;1;1
2017-08-27;LO03EJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;LO03EM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO03EM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO03GJ2;LO;0;0;0.0;;0;0;1;;0;0;0;;0;0;7;7
2017-08-27;LO04EJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;4;4
2017-08-27;LO04EM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO04EM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO04EM3;LO;0;0;0.0;;0;0;2;;0;0;0;;0;0;0;0
2017-08-27;LO04GJ1;LO;0;0;0.0;;0;0;1;;0;0;0;;0;0;0;0
2017-08-27;LO05CJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05CM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05CM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05CM3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05GJ2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05GJ3;LO;0;0;;;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;LO05GM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05GM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO05GM3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06AJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06AJ2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06CJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06EJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;2;2
2017-08-27;LO06EK2;LO;0;0;;;0;0;0;;0;0;0;;0;0;3;3
2017-08-27;LO06LJ1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06LJ2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO06RJ1;LO;0;0;0.0;;0;0;3;;0;0;0;;2;2;1;1
2017-08-27;LO08CM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO08CM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO08CM3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO09CM1;LO;0;0;0.0;;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO09RK1;LO;0;0;;;0;0;0;;0;0;0;;0;0;1;1
2017-08-27;LO10DJ3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO10DM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO10DM2;LO;0;0;0.0;;0;0;1;100.0;1;1;1;100.0;0;0;0;0
2017-08-27;LO10DM3;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO10FM1;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
2017-08-27;LO10FM2;LO;0;0;;;0;0;0;;0;0;0;;0;0;0;0
