FECHA;PROV;CELDA;VoLTE_Minutes_Ericcson;VoLTE_Attempted_Calls_Ericsson;VoLTE_Established_Calls_Ericsson;VoLTE_Released_Calls_Ericsson_Active_eRAB_Based;VoLTE_Released_Calls_Ericsson_All_eRAB_Based;VoLTE_SRVCC_to_UMTS_HO_Prep_Att_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Ericsson;VoLTE_SRVCC_to_UMTS_HO_Prep_Succ_Rate_Ericsson
2017-08-27;LE46PK1;LE;6.0;3;3;1;3;0;0;
2017-08-27;LE47PK3;LE;2.0;3;3;1;5;0;0;
2017-08-27;LE53WJ2;LE;0.0;3;3;3;3;0;0;
2017-08-27;LE56IJ1;LE;3.0;3;3;4;5;1;1;100.0
2017-08-27;LE56IJ3;LE;1.0;3;3;1;1;0;0;
2017-08-27;LE92IJ2;LE;6.0;3;3;1;1;0;0;
2017-08-27;LE92WJ3;LE;26.0;3;3;4;5;1;1;100.0
2017-08-27;LE96WJ3;LE;3.0;3;3;1;3;2;2;100.0
2017-08-27;LE98IJ1;LE;11.0;3;3;1;2;1;1;100.0
2017-08-27;LE98IJ3;LE;12.0;3;3;3;3;0;0;
2017-08-27;PX05PJ3;PX;4.0;3;3;2;4;1;1;100.0
2017-08-27;PX06PJ1;PX;3.0;3;3;;4;3;3;100.0
2017-08-27;PX07IJ2;PX;1.0;3;3;4;5;1;1;100.0
2017-08-27;PX11IJ3;PX;4.0;3;3;3;3;0;0;
2017-08-27;PX16IJ3;PX;1.0;3;3;4;4;0;0;
2017-08-27;PX21IJ3;PX;1.0;3;3;1;4;3;3;100.0
2017-08-27;PX23IJ3;PX;3.0;3;3;2;2;0;0;
2017-08-27;PX64RK3;PX;2.0;3;3;;2;0;0;
2017-08-27;SA01PJ3;SA;9.0;3;3;;5;0;0;
2017-08-27;SA02WJ1;SA;10.0;3;3;4;4;1;1;100.0
2017-08-27;SA04PJ2;SA;5.0;3;3;;3;1;1;100.0
2017-08-27;SA04WJ2;SA;10.0;3;3;3;3;0;0;
2017-08-27;SA05PL1;SA;1.0;3;3;;1;0;0;
2017-08-27;SA07PK1;SA;1.0;3;3;;1;0;0;
2017-08-27;SA07PK3;SA;0.0;3;3;1;1;0;0;
2017-08-27;SA10PK1;SA;1.0;3;3;1;2;1;1;100.0
2017-08-27;SA12PJ2;SA;0.0;3;2;;1;1;1;100.0
2017-08-27;SA15PK1;SA;1.0;3;2;;2;0;0;
2017-08-27;SA15PK3;SA;1.0;3;3;;1;1;1;100.0
2017-08-27;SA20PJ1;SA;5.0;3;3;;3;2;2;100.0
2017-08-27;SA23WJ1;SA;14.0;3;3;2;3;1;1;100.0
2017-08-27;SA26WJ2;SA;1.0;3;3;3;3;0;0;
2017-08-27;SA31WJ2;SA;16.0;3;3;3;3;0;0;
2017-08-27;SA43WJ1;SA;3.0;3;3;1;2;1;1;100.0
2017-08-27;SA48PK3;SA;8.0;3;3;2;4;0;0;
2017-08-27;SG06WK2;SG;8.0;3;3;1;4;1;1;100.0
2017-08-27;SG07WK2;SG;2.0;3;3;1;1;0;0;
2017-08-27;SG08RJ1;SG;4.0;3;3;;2;0;0;
2017-08-27;SG13PK2;SG;5.0;3;3;1;4;0;0;
2017-08-27;SG16WJ2;SG;2.0;3;3;1;3;1;1;100.0
2017-08-27;SG41WJ2;SG;3.0;3;3;;4;1;1;100.0
2017-08-27;SO01PL2;SO;3.0;3;3;;2;0;0;
2017-08-27;SO01WJ3;SO;3.0;3;3;;3;0;0;
2017-08-27;SO03PK1;SO;1.0;3;3;;1;0;0;
2017-08-27;SO08PK2;SO;1.0;3;3;1;4;1;1;100.0
2017-08-27;SX21WJ1;SX;3.0;3;3;1;3;2;2;100.0
2017-08-27;SX25WJ2;SX;2.0;3;3;3;3;0;0;
2017-08-27;SX48WJ2;SX;3.0;3;3;3;3;0;0;
2017-08-27;SX51WJ3;SX;2.0;3;3;1;2;1;1;100.0
2017-08-27;SX76WJ1;SX;2.0;3;3;2;2;0;0;
2017-08-27;SX79WJ1;SX;2.0;3;3;2;2;0;0;
2017-08-27;VA01WJ1;VA;4.0;3;3;1;3;1;1;100.0
2017-08-27;VA01WJ2;VA;5.0;3;3;1;5;2;2;100.0
2017-08-27;VA01WK1;VA;7.0;3;3;;2;0;0;
2017-08-27;VA02WJ1;VA;5.0;3;3;;2;1;1;100.0
2017-08-27;VA03GK3;VA;7.0;3;3;;1;0;0;
2017-08-27;VA05GJ2;VA;11.0;3;3;;4;0;0;
2017-08-27;VA05GK1;VA;10.0;3;3;;5;0;0;
2017-08-27;VA07RJ1;VA;3.0;3;3;;3;0;0;
2017-08-27;VA11WJ2;VA;5.0;3;3;;2;0;0;
2017-08-27;VA14WK3;VA;4.0;3;3;;3;1;1;100.0
2017-08-27;VA15GK2;VA;69.0;3;3;1;3;0;0;
2017-08-27;VA19GK1;VA;3.0;3;3;;6;2;2;100.0
2017-08-27;VA20GK1;VA;8.0;3;3;;3;0;0;
2017-08-27;VA20WK1;VA;3.0;3;3;;3;0;0;
2017-08-27;VA34WJ2;VA;0.0;3;3;;4;1;1;100.0
2017-08-27;VA35WJ1;VA;1.0;3;3;1;3;0;0;
2017-08-27;VA35WK2;VA;9.0;3;3;1;6;2;2;100.0
2017-08-27;VA36GK2;VA;16.0;3;3;1;2;0;0;
2017-08-27;VA44GJ1;VA;1.0;3;3;;3;0;0;
2017-08-27;VA45GK1;VA;3.0;3;3;;3;0;0;
2017-08-27;VA45WJ1;VA;8.0;3;3;;3;1;1;100.0
2017-08-27;VA50GJ2;VA;1.0;3;3;;0;0;0;
2017-08-27;VA50GJ3;VA;12.0;3;3;1;5;0;0;
2017-08-27;VA57GK1;VA;7.0;3;3;;3;0;0;
2017-08-27;VA57WJ1;VA;1.0;3;3;1;3;2;2;100.0
2017-08-27;VA57WK1;VA;4.0;3;3;;2;0;0;
2017-08-27;VA60GJ2;VA;13.0;3;3;;4;0;0;
2017-08-27;VA61GJ2;VA;19.0;3;3;;9;2;2;100.0
2017-08-27;VA73WK1;VA;2.0;3;3;;2;0;0;
2017-08-27;VA90GK3;VA;3.0;3;3;;4;0;0;
2017-08-27;VA99GJ3;VA;1.0;3;3;;3;1;1;100.0
2017-08-27;ZA01PJ2;ZA;8.0;3;3;;4;1;1;100.0
2017-08-27;ZA01PJ3;ZA;11.0;3;3;1;5;0;0;
2017-08-27;ZA10PJ1;ZA;12.0;3;3;3;6;0;0;
2017-08-27;ZA19PJ3;ZA;1.0;3;3;;3;2;2;100.0
2017-08-27;ZA51WJ3;ZA;1.0;3;3;2;4;2;2;100.0
2017-08-27;ZA80WJ1;ZA;1.0;3;3;2;3;1;1;100.0
2017-08-27;AV02PJ3;AV;1.0;2;2;;1;0;0;
2017-08-27;AV04PK1;AV;5.0;2;2;;5;1;1;100.0
2017-08-27;AV05PJ2;AV;22.0;2;2;;6;3;3;100.0
2017-08-27;AV07PK2;AV;2.0;2;2;;1;0;0;
2017-08-27;AV07RJ2;AV;2.0;2;2;;3;0;0;
2017-08-27;AV11PJ2;AV;8.0;2;2;;2;1;1;100.0
2017-08-27;AV16WK3;AV;1.0;2;2;;2;1;1;100.0
2017-08-27;AV17PK2;AV;3.0;2;2;;1;0;0;
2017-08-27;AV20WJ2;AV;8.0;2;2;;1;0;0;
2017-08-27;AV21WK2;AV;0.0;2;2;;2;2;2;100.0
2017-08-27;AV22WJ3;AV;1.0;2;2;;2;2;2;100.0
2017-08-27;AV22WK1;AV;0.0;2;2;;2;2;2;100.0
2017-08-27;AV25PK2;AV;4.0;2;2;;3;1;1;100.0
2017-08-27;AV25WJ1;AV;1.0;2;2;1;2;0;0;
2017-08-27;AV27WJ1;AV;3.0;2;2;;2;0;0;
2017-08-27;AV28WJ2;AV;3.0;2;2;;2;0;0;
2017-08-27;AV28WJ3;AV;7.0;2;2;;3;1;1;100.0
2017-08-27;AV28WM1;AV;;2;2;;1;1;1;100.0
2017-08-27;AV37WK2;AV;1.0;2;2;;2;0;0;
2017-08-27;BU01GJ1;BU;1.0;2;2;1;2;0;0;
2017-08-27;BU01KJ3;BU;6.0;2;2;;6;0;0;
2017-08-27;BU01WJ1;BU;0.0;2;2;;2;1;1;100.0
2017-08-27;BU01WJ2;BU;0.0;2;2;;2;1;1;100.0
2017-08-27;BU02GL1;BU;1.0;2;2;1;2;0;0;
2017-08-27;BU02KJ1;BU;5.0;2;2;1;5;0;0;
2017-08-27;BU03GK3;BU;3.0;2;2;;4;0;0;
2017-08-27;BU03GL2;BU;1.0;2;2;;0;0;0;
2017-08-27;BU03GL3;BU;2.0;2;2;;2;0;0;
2017-08-27;BU03KK3;BU;2.0;2;2;;3;0;0;
2017-08-27;BU03RK2;BU;1.0;2;2;;3;0;0;
2017-08-27;BU03WK1;BU;2.0;2;2;;2;0;0;
2017-08-27;BU03WK2;BU;6.0;2;2;;3;0;0;
2017-08-27;BU04KK3;BU;8.0;2;2;;2;0;0;
2017-08-27;BU05KJ1;BU;3.0;2;2;;3;3;3;100.0
2017-08-27;BU06WJ3;BU;1.0;2;2;;2;1;1;100.0
2017-08-27;BU08GK3;BU;1.0;2;2;;2;0;0;
2017-08-27;BU08WJ2;BU;4.0;2;2;;3;0;0;
2017-08-27;BU09KK2;BU;0.0;2;2;;0;0;0;
2017-08-27;BU11GJ2;BU;8.0;2;2;;2;0;0;
2017-08-27;BU15GK2;BU;0.0;2;2;2;2;0;0;
2017-08-27;BU15GK3;BU;2.0;2;2;1;2;0;0;
2017-08-27;BU16GK1;BU;1.0;2;2;;3;0;0;
2017-08-27;BU19WJ1;BU;2.0;2;2;;2;2;2;100.0
2017-08-27;BU21GK1;BU;0.0;2;2;1;2;0;0;
2017-08-27;BU24GJ2;BU;7.0;2;2;1;4;0;0;
2017-08-27;BU25GK2;BU;4.0;2;2;;1;0;0;
2017-08-27;BU25WJ2;BU;1.0;2;2;;2;0;0;
2017-08-27;BU32WJ2;BU;0.0;2;2;1;2;0;0;
2017-08-27;BU32WJ3;BU;2.0;2;2;;1;0;0;
2017-08-27;BU33WM3;BU;0.0;2;2;;2;1;1;100.0
2017-08-27;BU43GK2;BU;0.0;2;2;;1;0;0;
2017-08-27;BU44GJ3;BU;34.0;2;2;1;5;0;0;
2017-08-27;BU44GK2;BU;3.0;2;2;;2;0;0;
2017-08-27;BU48WJ3;BU;;2;2;;2;0;0;
2017-08-27;BU49OK3;BU;1.0;2;2;;1;1;1;100.0
2017-08-27;BU55WK3;BU;1.0;2;2;;0;0;0;
2017-08-27;BU71GJ1;BU;1.0;2;2;;1;0;0;
2017-08-27;LE03PJ3;LE;3.0;2;2;;2;0;0;
2017-08-27;LE04PK2;LE;3.0;2;2;;2;0;0;
2017-08-27;LE06IJ3;LE;1.0;2;2;2;2;0;0;
2017-08-27;LE08RJ3;LE;0.0;2;2;;2;1;1;100.0
2017-08-27;LE10IJ2;LE;;2;2;2;2;0;0;
2017-08-27;LE10PK1;LE;9.0;2;2;;5;0;0;
2017-08-27;LE10PK2;LE;22.0;2;2;3;6;0;0;
2017-08-27;LE11KJ2;LE;0.0;2;2;;1;0;0;
2017-08-27;LE11KK2;LE;1.0;2;2;;0;0;0;
2017-08-27;LE12IJ1;LE;5.0;2;2;2;3;1;1;100.0
2017-08-27;LE14PK3;LE;2.0;2;2;;2;0;0;
2017-08-27;LE15WJ3;LE;3.0;2;2;2;2;0;0;
2017-08-27;LE20RJ2;LE;0.0;2;2;;2;0;0;
2017-08-27;LE21IJ2;LE;1.0;2;2;1;2;2;2;100.0
2017-08-27;LE24IJ1;LE;2.0;2;2;1;2;1;1;100.0
2017-08-27;LE26IJ1;LE;1.0;2;2;1;2;1;1;100.0
2017-08-27;LE30PJ3;LE;24.0;2;2;;2;0;0;
2017-08-27;LE32PJ2;LE;25.0;2;2;;5;0;0;
2017-08-27;LE35PK1;LE;2.0;2;2;1;2;0;0;
2017-08-27;LE37PK3;LE;0.0;2;2;;0;0;0;
2017-08-27;LE42PK3;LE;3.0;2;2;1;4;1;1;100.0
2017-08-27;LE44PK1;LE;0.0;2;2;;1;1;1;100.0
2017-08-27;LE45WJ2;LE;3.0;2;2;2;2;0;0;
2017-08-27;LE57IJ3;LE;;2;2;1;2;1;1;100.0
2017-08-27;LE57WJ2;LE;2.0;2;2;3;4;1;1;100.0
2017-08-27;LE67WJ1;LE;1.0;2;2;1;2;1;1;100.0
2017-08-27;LE74WJ1;LE;2.0;2;2;2;2;0;0;
2017-08-27;LE75WJ1;LE;1.0;2;2;1;3;2;2;100.0
2017-08-27;LE75WJ3;LE;8.0;2;2;2;3;1;1;100.0
2017-08-27;LE76WJ1;LE;2.0;2;2;2;2;0;0;
2017-08-27;LE80WJ3;LE;4.0;2;2;1;1;0;0;
2017-08-27;LE81WJ3;LE;8.0;2;2;3;3;0;0;
2017-08-27;LE83WJ1;LE;0.0;2;2;2;2;0;0;
2017-08-27;LE96WJ1;LE;0.0;2;2;1;2;1;1;100.0
2017-08-27;PX01RJ2;PX;3.0;2;2;;5;0;0;
2017-08-27;PX02PK2;PX;7.0;2;2;1;4;0;0;
2017-08-27;PX02RK1;PX;2.0;2;2;1;3;1;1;100.0
2017-08-27;PX02RK3;PX;5.0;2;2;;0;0;0;
2017-08-27;PX03IJ4;PX;1.0;2;2;2;2;0;0;
2017-08-27;PX05PJ1;PX;2.0;2;2;;2;1;1;100.0
2017-08-27;PX05PJ2;PX;44.0;2;2;;3;1;1;100.0
2017-08-27;PX06IJ3;PX;4.0;2;2;2;2;0;0;
2017-08-27;PX07PK3;PX;4.0;2;2;;0;0;0;
2017-08-27;PX10IJ3;PX;0.0;2;2;1;1;0;0;
2017-08-27;PX11PK3;PX;3.0;2;2;;3;0;0;
2017-08-27;PX12IJ2;PX;1.0;2;2;2;2;0;0;
2017-08-27;PX14IJ1;PX;3.0;2;2;1;2;1;1;100.0
2017-08-27;PX16IJ1;PX;1.0;2;2;1;1;0;0;
2017-08-27;PX18IJ3;PX;1.0;2;2;2;3;1;1;100.0
2017-08-27;PX20PJ3;PX;2.0;2;2;;1;1;1;100.0
2017-08-27;PX28IJ2;PX;1.0;2;2;1;1;0;0;
2017-08-27;PX98IJ1;PX;5.0;2;2;3;3;0;0;
2017-08-27;SA01PK1;SA;5.0;2;2;;2;1;1;100.0
2017-08-27;SA02PJ3;SA;7.0;2;2;;1;0;0;
2017-08-27;SA04PK2;SA;2.0;2;2;;1;0;0;
2017-08-27;SA04WJ3;SA;;2;2;2;2;0;0;
2017-08-27;SA05PL2;SA;0.0;2;2;;0;0;0;
2017-08-27;SA06PK1;SA;2.0;2;2;;2;0;0;
2017-08-27;SA06WJ1;SA;2.0;2;2;1;1;0;0;
2017-08-27;SA06WJ2;SA;0.0;2;2;1;1;0;0;
2017-08-27;SA06WJ3;SA;29.0;2;2;1;2;1;1;100.0
2017-08-27;SA12PJ1;SA;4.0;2;2;;2;1;1;100.0
2017-08-27;SA12WJ2;SA;2.0;2;2;;1;1;1;100.0
2017-08-27;SA13PK1;SA;7.0;2;2;1;2;0;0;
2017-08-27;SA13WJ3;SA;0.0;2;2;1;2;1;1;100.0
2017-08-27;SA16PJ1;SA;2.0;2;2;1;5;1;1;100.0
2017-08-27;SA16PJ3;SA;0.0;2;2;;1;0;0;
2017-08-27;SA17PJ2;SA;3.0;2;2;;1;0;0;
2017-08-27;SA20PK1;SA;4.0;2;2;;2;0;0;
2017-08-27;SA21PJ2;SA;4.0;2;2;;2;0;0;
2017-08-27;SA24WJ1;SA;3.0;2;2;3;3;0;0;
2017-08-27;SA25PK1;SA;12.0;2;2;1;3;0;0;
2017-08-27;SA27WJ3;SA;1.0;2;2;1;2;1;1;100.0
2017-08-27;SA28WJ2;SA;4.0;2;2;2;2;0;0;
2017-08-27;SA40WJ2;SA;16.0;2;2;1;1;0;0;
2017-08-27;SA45WJ2;SA;4.0;2;2;2;3;1;1;100.0
2017-08-27;SA67WJ3;SA;1.0;2;2;2;2;0;0;
2017-08-27;SG02WK1;SG;2.0;2;2;;2;0;0;
2017-08-27;SG04PK1;SG;4.0;2;2;;3;0;0;
2017-08-27;SG04PK3;SG;3.0;2;2;;1;0;0;
2017-08-27;SG05PJ3;SG;3.0;2;2;1;4;3;3;100.0
2017-08-27;SG07WJ2;SG;2.0;2;2;;1;0;0;
2017-08-27;SG08WJ3;SG;3.0;2;2;1;5;1;1;100.0
2017-08-27;SG09WJ1;SG;7.0;2;2;1;3;1;1;100.0
2017-08-27;SG12PK2;SG;1.0;2;2;1;3;0;0;
2017-08-27;SG17WJ2;SG;7.0;2;2;;2;;;
2017-08-27;SG18WJ2;SG;1.0;2;2;;1;1;1;100.0
2017-08-27;SG19WJ2;SG;0.0;2;2;;1;1;1;100.0
2017-08-27;SG21WK1;SG;0.0;2;2;;0;0;0;
2017-08-27;SG22WJ1;SG;;2;2;;1;1;1;100.0
2017-08-27;SG25PK1;SG;1.0;2;2;;2;1;1;100.0
2017-08-27;SG25PK2;SG;0.0;2;2;1;2;1;1;100.0
2017-08-27;SG27WJ3;SG;48.0;2;2;;2;0;0;
2017-08-27;SG38WJ2;SG;0.0;2;2;;1;0;0;
2017-08-27;SG41WK2;SG;1.0;2;2;;3;2;2;100.0
2017-08-27;SG42WJ2;SG;1.0;2;1;;1;0;0;
2017-08-27;SG44WJ2;SG;1.0;2;2;1;2;0;0;
2017-08-27;SO03PJ1;SO;2.0;2;2;;3;0;0;
2017-08-27;SO03PK3;SO;1.0;2;2;;1;0;0;
2017-08-27;SO06PK1;SO;21.0;2;2;;2;0;0;
2017-08-27;SO14PK3;SO;1.0;2;2;;3;0;0;
2017-08-27;SO15PK1;SO;145.0;2;2;;2;0;0;
2017-08-27;SO15WM1;SO;4.0;2;2;;2;1;1;100.0
2017-08-27;SO20WJ2;SO;5.0;2;2;;2;0;0;
2017-08-27;SO27SJ1;SO;2.0;2;2;;2;0;0;
2017-08-27;SO28WJ2;SO;1.0;2;2;2;2;0;0;
2017-08-27;SX08IJ1;SX;2.0;2;2;3;3;0;0;
2017-08-27;SX08IJ2;SX;2.0;2;2;1;1;0;0;
2017-08-27;SX12IJ1;SX;9.0;2;2;3;3;0;0;
2017-08-27;SX20IJ1;SX;2.0;2;2;1;1;0;0;
2017-08-27;SX20WJ3;SX;9.0;2;2;2;4;2;2;100.0
2017-08-27;SX23IJ2;SX;0.0;2;2;;0;0;0;
2017-08-27;SX23WJ2;SX;34.0;2;2;2;3;1;1;100.0
2017-08-27;SX25WJ3;SX;14.0;2;2;2;2;0;0;
2017-08-27;SX27IJ1;SX;1.0;2;2;1;1;0;0;
2017-08-27;SX41WJ3;SX;0.0;2;2;2;2;0;0;
2017-08-27;SX45WJ1;SX;2.0;2;2;2;2;0;0;
2017-08-27;SX49WJ3;SX;2.0;2;2;1;2;1;1;100.0
2017-08-27;SX52WJ1;SX;1.0;2;2;2;3;1;1;100.0
2017-08-27;SX54WJ2;SX;1.0;2;2;1;1;0;0;
2017-08-27;SX56WJ1;SX;0.0;2;2;;1;1;1;100.0
2017-08-27;SX67WJ2;SX;6.0;2;2;2;2;0;0;
2017-08-27;SX85WJ2;SX;1.0;2;2;1;1;0;0;
2017-08-27;SX93WJ2;SX;3.0;2;2;2;2;0;0;
2017-08-27;SX93WJ3;SX;2.0;2;2;1;1;0;0;
2017-08-27;VA01GJ1;VA;1.0;2;2;;2;1;1;100.0
2017-08-27;VA02GJ1;VA;12.0;2;2;;2;0;0;
2017-08-27;VA02RJ2;VA;2.0;2;2;;2;1;1;100.0
2017-08-27;VA09GK3;VA;1.0;2;2;1;2;0;0;
2017-08-27;VA11WJ3;VA;4.0;2;2;;2;1;1;100.0
2017-08-27;VA12WJ3;VA;2.0;2;2;;2;1;1;100.0
2017-08-27;VA14GJ1;VA;2.0;2;2;;3;1;1;100.0
2017-08-27;VA14GJ2;VA;18.0;2;2;1;4;1;1;100.0
2017-08-27;VA15WM1;VA;0.0;2;2;;2;2;2;100.0
2017-08-27;VA16GJ2;VA;3.0;2;2;;4;1;1;100.0
2017-08-27;VA16WJ3;VA;8.0;2;1;;2;0;0;
2017-08-27;VA19GJ1;VA;2.0;2;2;;0;0;0;
2017-08-27;VA19GJ2;VA;3.0;2;2;;2;0;0;
2017-08-27;VA20WJ2;VA;1.0;2;2;2;4;0;0;
2017-08-27;VA22GJ2;VA;2.0;2;2;1;2;0;0;
2017-08-27;VA23GJ2;VA;2.0;2;2;1;2;1;1;100.0
2017-08-27;VA29WJ2;VA;3.0;2;2;;2;0;0;
2017-08-27;VA30WK3;VA;3.0;2;2;;3;0;0;
2017-08-27;VA31WJ1;VA;2.0;2;1;1;2;1;1;100.0
2017-08-27;VA32GJ1;VA;3.0;2;2;;1;1;1;100.0
2017-08-27;VA33GJ3;VA;14.0;2;2;;3;1;1;100.0
2017-08-27;VA38WK1;VA;8.0;2;2;1;3;1;1;100.0
2017-08-27;VA39GK1;VA;78.0;2;2;;5;0;0;
2017-08-27;VA39WJ2;VA;2.0;2;2;;2;0;0;
2017-08-27;VA41WJ1;VA;1.0;2;2;;1;1;1;100.0
2017-08-27;VA42WJ3;VA;3.0;2;2;;5;2;1;50.0
2017-08-27;VA44GJ2;VA;2.0;2;2;;2;2;2;100.0
2017-08-27;VA44GJ3;VA;5.0;2;2;1;4;0;0;
2017-08-27;VA47WK1;VA;7.0;2;2;;1;1;1;100.0
2017-08-27;VA48WJ1;VA;1.0;2;1;;2;1;1;100.0
2017-08-27;VA59WJ3;VA;4.0;2;2;1;2;0;0;
2017-08-27;VA60GJ3;VA;4.0;2;2;;2;0;0;
2017-08-27;VA61GJ1;VA;7.0;2;2;1;4;3;3;100.0
2017-08-27;VA62GJ3;VA;2.0;2;2;;3;1;1;100.0
2017-08-27;VA64WJ1;VA;3.0;2;2;;0;0;0;
2017-08-27;VA68WJ1;VA;;2;2;;1;1;1;100.0
2017-08-27;VA68WJ3;VA;1.0;2;2;;3;0;0;
2017-08-27;VA73WK2;VA;0.0;2;2;;2;0;0;
2017-08-27;VA75GK3;VA;1.0;2;2;;3;0;0;
2017-08-27;VA85GK3;VA;0.0;2;2;;1;0;0;
2017-08-27;VA90GK1;VA;0.0;2;2;1;1;0;0;
2017-08-27;VA99GJ1;VA;1.0;2;2;;4;2;2;100.0
2017-08-27;VA99GK2;VA;0.0;2;2;;2;0;0;
2017-08-27;ZA02PK1;ZA;3.0;2;2;1;2;0;0;
2017-08-27;ZA03WJ1;ZA;5.0;2;2;1;2;1;1;100.0
2017-08-27;ZA05PJ1;ZA;28.0;2;2;;3;1;1;100.0
2017-08-27;ZA05PK2;ZA;1.0;2;2;;1;0;0;
2017-08-27;ZA08PK3;ZA;1.0;2;2;;2;0;0;
2017-08-27;ZA20WJ3;ZA;2.0;2;2;2;2;0;0;
2017-08-27;ZA32WJ1;ZA;2.0;2;2;2;3;1;1;100.0
2017-08-27;ZA32WJ3;ZA;0.0;2;2;2;2;0;0;
2017-08-27;ZA50WJ1;ZA;2.0;2;2;2;2;0;0;
2017-08-27;ZA50WJ2;ZA;2.0;2;2;;0;0;0;
2017-08-27;ZA53WJ1;ZA;1.0;2;2;2;2;0;0;
2017-08-27;ZA96WJ1;ZA;1.0;2;2;2;2;0;0;
2017-08-27;ZA99IJ3;ZA;12.0;2;2;5;6;1;1;100.0
2017-08-27;AV01PJ3;AV;11.0;1;1;;4;0;0;
2017-08-27;AV02PK1;AV;0.0;1;1;;0;0;0;
2017-08-27;AV04PJ1;AV;7.0;1;1;;5;0;0;
2017-08-27;AV04PJ2;AV;9.0;1;1;;2;0;0;
2017-08-27;AV04PK3;AV;7.0;1;1;1;1;0;0;
2017-08-27;AV05RJ2;AV;2.0;1;1;;1;0;0;
2017-08-27;AV06RJ2;AV;0.0;1;1;;0;0;0;
2017-08-27;AV09PJ1;AV;0.0;1;1;;1;0;0;
2017-08-27;AV09PJ2;AV;1.0;1;1;;1;0;0;
2017-08-27;AV09PJ3;AV;7.0;1;;;2;0;0;
2017-08-27;AV09PK2;AV;9.0;1;1;;1;0;0;
2017-08-27;AV11PJ3;AV;23.0;1;1;;3;0;0;
2017-08-27;AV11WK2;AV;0.0;1;1;;1;0;0;
2017-08-27;AV16WJ1;AV;10.0;1;1;;2;0;0;
2017-08-27;AV17WK1;AV;0.0;1;1;;0;0;0;
2017-08-27;AV25PJ2;AV;2.0;1;1;;2;1;1;100.0
2017-08-27;AV25PJ3;AV;1.0;1;1;;0;0;0;
2017-08-27;AV25WJ3;AV;1.0;1;1;;2;0;0;
2017-08-27;AV27WM3;AV;;1;1;;0;0;0;
2017-08-27;AV28WM2;AV;3.0;1;1;;0;0;0;
2017-08-27;AV30PJ1;AV;2.0;1;1;;3;0;0;
2017-08-27;AV32WJ1;AV;2.0;1;1;;2;0;0;
2017-08-27;AV33PJ2;AV;16.0;1;1;;2;0;0;
2017-08-27;AV36WJ2;AV;0.0;1;1;;1;1;1;100.0
2017-08-27;AV37WJ1;AV;2.0;1;1;;1;0;0;
2017-08-27;BU02WJ3;BU;0.0;1;1;;1;1;1;100.0
2017-08-27;BU03GJ1;BU;0.0;1;1;;1;0;0;
2017-08-27;BU03GJ3;BU;1.0;1;1;;1;1;1;100.0
2017-08-27;BU03WJ2;BU;0.0;1;1;1;1;0;0;
2017-08-27;BU05KK1;BU;0.0;1;1;;1;1;1;100.0
2017-08-27;BU06RK2;BU;1.0;1;1;;0;0;0;
2017-08-27;BU06RK3;BU;5.0;1;1;1;3;0;0;
2017-08-27;BU06WJ2;BU;0.0;1;1;;1;0;0;
2017-08-27;BU08GJ3;BU;1.0;1;1;;0;0;0;
2017-08-27;BU08KK2;BU;5.0;1;1;;2;1;1;100.0
2017-08-27;BU11GJ1;BU;7.0;1;1;;1;0;0;
2017-08-27;BU11GJ3;BU;2.0;1;1;;1;0;0;
2017-08-27;BU12GK2;BU;0.0;1;1;;1;0;0;
2017-08-27;BU16WJ3;BU;;1;1;;0;0;0;
2017-08-27;BU18WJ1;BU;0.0;1;1;;1;1;1;100.0
2017-08-27;BU18WJ3;BU;19.0;1;1;;1;0;0;
2017-08-27;BU24GK1;BU;1.0;1;1;;1;0;0;
2017-08-27;BU24GK3;BU;1.0;1;1;;0;0;0;
2017-08-27;BU25GJ1;BU;1.0;1;1;;0;0;0;
2017-08-27;BU25GK3;BU;0.0;1;1;;0;0;0;
2017-08-27;BU25WM1;BU;0.0;1;1;2;2;0;0;
2017-08-27;BU26GJ1;BU;;1;1;;1;1;1;100.0
2017-08-27;BU27GK2;BU;1.0;1;1;;2;0;0;
2017-08-27;BU28GJ2;BU;0.0;1;1;;1;0;0;
2017-08-27;BU28GJ3;BU;1.0;1;1;;1;0;0;
2017-08-27;BU29GJ1;BU;12.0;1;1;;4;1;1;100.0
2017-08-27;BU33WM1;BU;0.0;1;1;;1;1;1;100.0
2017-08-27;BU36WJ2;BU;0.0;1;1;1;1;0;0;
2017-08-27;BU41GK3;BU;0.0;1;1;;1;0;0;
2017-08-27;BU43GK3;BU;0.0;1;1;;0;0;0;
2017-08-27;BU45GJ2;BU;1.0;1;1;;1;0;0;
2017-08-27;BU49GJ3;BU;0.0;1;1;;1;0;0;
2017-08-27;BU49GK2;BU;45.0;1;1;;2;0;0;
2017-08-27;BU49OJ1;BU;0.0;1;1;;1;0;0;
2017-08-27;BU52GK3;BU;10.0;1;1;1;2;0;0;
2017-08-27;BU52WM1;BU;2.0;1;1;;1;0;0;
2017-08-27;BU54GK3;BU;3.0;1;1;;0;0;0;
2017-08-27;BU55GK1;BU;1.0;1;1;;1;0;0;
2017-08-27;BU55GK2;BU;1.0;1;1;;1;0;0;
2017-08-27;BU55WJ2;BU;;1;1;;1;1;1;100.0
2017-08-27;BU55WK2;BU;1.0;1;1;;1;0;0;
